TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionID,AccountID,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,PreviousTransactionDate,Cluster
4410.297491225294,1289.8799133265388,5785.579512246016,1.7271441635919087,19943581.72511176,TX000001,AC00128,2023-04-11 16:29:14,Debit,San Diego,D000380,162.198.218.92,M015,ATM,Doctor,2024-11-04 08:08:08,1
37160.14537191277,382.658436665429,4036.8337714607983,1.7271441635919087,4382465.568122234,TX000003,AC00019,2023-07-10 18:16:08,Debit,Mesa,D000235,215.97.143.157,M009,Online,Student,2024-11-04 08:07:04,1
54150.95326081488,507.1790315012676,1868.3890528871284,1.7271441635919087,33425870.423785206,TX000004,AC00070,2023-05-05 16:32:11,Debit,Raleigh,D000187,200.13.225.150,M002,Online,Student,2024-11-04 08:09:06,1
4223.489089766831,507.1790315012676,13969.709579120834,1.7271441635919087,28981007.285861902,TX000005,AC00411,2023-10-16 17:51:24,Credit,Atlanta,D000308,65.164.3.100,M091,Online,Student,2024-11-04 08:06:39,1
27195.084706612677,364.86978026030926,12151.014008704207,1.7271441635919087,3053796.03054407,TX000006,AC00393,2023-04-03 17:15:01,Debit,Oklahoma City,D000579,117.67.192.211,M054,ATM,Student,2024-11-04 08:06:36,1
2364.161719000527,702.8542519575855,9842.66963086772,1.7271441635919087,51942493.343569696,TX000007,AC00199,2023-02-15 16:36:48,Credit,Seattle,D000241,140.212.253.222,M019,ATM,Doctor,2024-11-04 08:10:09,1
31304.869538698953,951.8954416292626,6135.328660403059,1.7271441635919087,35477669.731998794,TX000009,AC00135,2023-03-21 16:59:46,Credit,Detroit,D000690,24.148.92.177,M035,Branch,Engineer,2024-11-04 08:11:14,1
238466.63011232033,1023.0500672497418,8513.622867870956,1.7271441635919087,3990615.894125467,TX000010,AC00385,2023-03-31 16:06:57,Debit,Nashville,D000199,32.169.88.41,M007,ATM,Doctor,2024-11-04 08:06:32,0
5487.364680884282,969.6840980343824,4246.683260355025,1.7271441635919087,29644503.518969595,TX000011,AC00150,2023-03-14 16:46:10,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,Engineer,2024-11-04 08:06:45,1
55762.17572339417,418.2357494756686,12220.963838335616,1.7271441635919087,5967727.024205897,TX000012,AC00459,2023-02-06 17:30:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,Student,2024-11-04 08:07:12,1
144642.11047980533,471.60171869102805,7884.074401188277,1.7271441635919087,6323461.161413472,TX000013,AC00392,2023-06-07 17:21:28,Credit,Mesa,D000032,210.98.198.143,M057,Branch,Student,2024-11-04 08:08:38,0
228484.05615938347,507.1790315012676,8723.472356765182,1.7271441635919087,744936.7839097917,TX000014,AC00264,2023-11-20 16:39:15,Debit,Memphis,D000054,193.83.0.183,M025,ATM,Student,2024-11-04 08:07:06,0
49039.99215216214,364.86978026030926,9492.920482710677,1.7271441635919087,1174891.0793353296,TX000015,AC00085,2023-02-13 16:53:57,Debit,Louisville,D000309,188.124.181.12,M017,Online,Student,2024-11-04 08:10:09,1
136156.92261980905,685.0655955524657,9143.171334553634,1.7271441635919087,13521295.44383123,TX000016,AC00270,2023-12-12 16:23:31,Debit,Denver,D000466,221.169.49.152,M025,ATM,Engineer,2024-11-04 08:12:19,0
162529.01491945353,382.658436665429,11171.716393864486,1.7271441635919087,4417216.046825442,TX000017,AC00317,2023-10-30 16:52:49,Credit,Austin,D000671,53.218.177.171,M048,Branch,Student,2024-11-04 08:07:35,0
144178.00835743197,738.431564767825,16487.903445851545,1.7271441635919087,19934845.35336146,TX000018,AC00359,2023-12-14 18:32:14,Debit,Columbus,D000432,114.223.129.47,M059,Online,Engineer,2024-11-04 08:11:51,0
5750.063995435245,1094.204692870221,7534.325253031234,1.7271441635919087,31005076.4141002,TX000019,AC00242,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,Retired,2024-11-04 08:12:01,1
21161.75711575875,364.86978026030926,11941.164519809981,1.7271441635919087,25623705.425872292,TX000020,AC00285,2023-06-08 18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,Online,Student,2024-11-04 08:09:20,1
17612.39748804788,1307.6685697316586,2777.7368380954417,1.7271441635919087,22434539.72041638,TX000021,AC00002,2023-02-28 16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,Retired,2024-11-04 08:09:24,1
25332.83845457358,720.6429083627052,6624.9774678229205,1.7271441635919087,35676773.204254545,TX000022,AC00014,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,Doctor,2024-11-04 08:08:13,1
15534.15402182244,738.431564767825,8513.622867870956,1.7271441635919087,35008830.7819525,TX000023,AC00095,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,Engineer,2024-11-04 08:07:01,1
42778.991822030715,418.2357494756686,6834.8269567171465,1.7271441635919087,7536178.76500215,TX000025,AC00241,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,Student,2024-11-04 08:07:09,1
12066.523069749652,702.8542519575855,6764.877127085738,1.7271441635919087,10482988.157706408,TX000028,AC00057,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,Engineer,2024-11-04 08:11:59,1
37498.73559955623,827.374846793424,13899.759749489425,1.7271441635919087,6916442.393965162,TX000029,AC00390,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,Doctor,2024-11-04 08:11:22,1
8560.946661130612,1094.204692870221,1518.639904730085,1.7271441635919087,32510930.49123916,TX000031,AC00367,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,Doctor,2024-11-04 08:09:17,1
17554.019862592115,560.545000716627,18096.749527373948,1.7271441635919087,38318940.63382664,TX000032,AC00291,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,Doctor,2024-11-04 08:06:58,1
256519.91078451744,436.02440588078844,10612.117756813217,1.7271441635919087,1561280.5209881566,TX000034,AC00359,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,Student,2024-11-04 08:07:50,0
36713.55653717612,916.318128819023,3267.3856455153027,1.7271441635919087,22488479.015642565,TX000036,AC00267,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,Engineer,2024-11-04 08:06:23,1
23102.813162163136,507.1790315012676,10262.368608656174,1.7271441635919087,3517642.768161619,TX000037,AC00404,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,Student,2024-11-04 08:12:18,1
189814.71705748086,1378.8231953521376,9702.769971604903,1.7271441635919087,19021777.50047619,TX000038,AC00202,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,Retired,2024-11-04 08:11:15,0
